id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_komplek_perumahan,jumlah_unit,satuan,tahun
439,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,GRIYA CEMPAKA ARUM,539,UNIT,2023
440,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,RIUNG GEDE,244,UNIT,2023
441,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,SUMMARECON,0,UNIT,2023
442,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,BUMI ASRI SUKAPURA,336,UNIT,2023
443,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,CLUSTER BALI 1,43,UNIT,2023
444,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,CLUSTER BALI 2,130,UNIT,2023
445,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,DAI-LCHI ANTAPANI,69,UNIT,2023
446,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,KOMPLEK WISMA TELADAN,11,UNIT,2023
447,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,KPAD PINDAD UTARA,250,UNIT,2023
448,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SARI LNDAH RESIDENCE,11,UNIT,2023
449,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SULAKSANA MAKMUR,56,UNIT,2023
450,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,TAMAN RAFFLESIA,163,UNIT,2023
451,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,VILLA ANTAPANI INDAH,35,UNIT,2023
452,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK B.I,62,UNIT,2023
453,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK BINAMARGA,49,UNIT,2023
454,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK P & K,155,UNIT,2023
455,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK PENGAIRAN & METROLOGI,55,UNIT,2023
456,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK PIN,18,UNIT,2023
457,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK POSTEL,64,UNIT,2023
458,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,KOMPLEK WARTAWAN,97,UNIT,2023
459,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,PUTERAKO INDAH,453,UNIT,2023
460,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,THE GREEN KOSAMBI (APARTEMENT),0,UNIT,2023
461,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,BANDUNG CITY VIEW 1,274,UNIT,2023
462,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,BANDUNG CITY VIEW 2,74,UNIT,2023
463,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,BUKIT PAJAJARAN,541,UNIT,2023
464,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,BUMI PASUNDAN,143,UNIT,2023
465,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,BUMI SINDANG JAYA,55,UNIT,2023
466,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,CITRA WANAGARI RESIDENCE,35,UNIT,2023
467,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,CITY GARDEN RESIDENCE,142,UNIT,2023
468,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GIRI MANDE,306,UNIT,2023
469,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GRAND PANORAMIC RESIDENCE,126,UNIT,2023
470,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GRAND PARAHYANGAN,0,UNIT,2023
471,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GREEN CITYÂ  VIEW,308,UNIT,2023
472,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GREEN GARDEN VIEW,126,UNIT,2023
473,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GREEN HILLS,77,UNIT,2023
474,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,GREEN VALLEY RESIDENCE,55,UNIT,2023
475,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,HARMONI SINDANGLAYA,60,UNIT,2023
476,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK ATPUT,16,UNIT,2023
477,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK HARMONI,95,UNIT,2023
478,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK KEJAKSAAN TINGGI NEGERI,45,UNIT,2023
479,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK MANDALA,118,UNIT,2023
480,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK SUKAASIH,398,UNIT,2023
481,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,KOMPLEK VALLEY,70,UNIT,2023
482,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,LEMAH ENDAH,91,UNIT,2023
483,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,MANDE ASRI,10,UNIT,2023
484,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,MEGA REGENCY,173,UNIT,2023
485,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PARK HILLS,7,UNIT,2023
486,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PASIR LMPUN VALLEY,44,UNIT,2023
487,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PONDOK ALAM HARMONI,25,UNIT,2023
488,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PONDOK ALAM RESIK,60,UNIT,2023
489,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PONDOK GIRI MANDE,51,UNIT,2023
490,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PURI JATIHANDAP RESIDENCE,58,UNIT,2023
491,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SAKURA ESTATE,27,UNIT,2023
492,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SAYANA D'VILLAGE,66,UNIT,2023
493,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SEKEBIRU TOWNHOUSE,0,UNIT,2023
494,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SUNRISE HILL RESIDENCE,69,UNIT,2023
495,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,TAMAN SARI BUKIT BANDUNG,600,UNIT,2023
496,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,BUMI ASRI UJUNG BERUNG,84,UNIT,2023
497,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,BUMI PANYILEUKAN,1150,UNIT,2023
498,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,CLUSTER MUTIARA,39,UNIT,2023
499,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,CLUSTER PANGHEGAR,31,UNIT,2023
500,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,GONDANGDIA RESIDENCE 1&2,47,UNIT,2023
501,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,GRAHA PANYILEUKAN ASRI,76,UNIT,2023
502,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,GRAND UJUNG BERUNG,0,UNIT,2023
503,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,MY HOME UJUNG BERUNG,141,UNIT,2023
504,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PANGHEGAR PERMAI,738,UNIT,2023
505,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PANYILEUKAN ASRI RESIDENCE,29,UNIT,2023
506,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PANYILEUKAN REGENCY,50,UNIT,2023
507,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PATRA ASIH (PERTAMINA),81,UNIT,2023
508,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PERMATA MEKAR MULYA,46,UNIT,2023
509,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,SUKAMAJU RESIDENCE,36,UNIT,2023
510,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,TAMAN CIPADUNG LNDAH,250,UNIT,2023
511,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,ARYA GRAHA,350,UNIT,2023
512,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BANDUNG INTEN LNDAH,350,UNIT,2023
513,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BANYU BIRU,212,UNIT,2023
514,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BANYU BIRU INDAH,21,UNIT,2023
515,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BANYU BIRU REGENCY,25,UNIT,2023
516,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BATU KARANG RESIDENCE,48,UNIT,2023
517,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BATU RADEN ASRI,11,UNIT,2023
518,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,BATU RADEN INDAH RESIDENCE,21,UNIT,2023
519,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CIPAGANTI RAHAYU,150,UNIT,2023
520,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CIPTA KARYA,22,UNIT,2023
521,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CIPTA PESONA,10,UNIT,2023
522,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CLUSTER BATU KARANG,47,UNIT,2023
523,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CLUSTER GRAHA MARS,40,UNIT,2023
524,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,DE MARAKESH,37,UNIT,2023
525,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,DERWATI MAS,319,UNIT,2023
526,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,D'JARDENA TOWNHOUSE,21,UNIT,2023
527,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA ASIH,47,UNIT,2023
528,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA BATU KARANG,250,UNIT,2023
529,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA MARS RAYA,13,UNIT,2023
530,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAND SHARON RESIDENCE,39,UNIT,2023
531,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRIYA SALUYU,146,UNIT,2023
532,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,JINGGA RESIDENCE,108,UNIT,2023
533,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,KAWISTARA RESIDENCE,33,UNIT,2023
534,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MARGA CIPTA 2,20,UNIT,2023
535,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MERKURI RESIDENCE,18,UNIT,2023
536,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MUSTIKA TOWNHOUSE,58,UNIT,2023
537,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,NUANSA MAS,162,UNIT,2023
538,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,OASIS DE WASTERA,19,UNIT,2023
539,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PANGHEGAR TOWN HOUSE,32,UNIT,2023
540,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PASIR POGOR,579,UNIT,2023
541,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PESONA CIWASTRA VILLAGE,487,UNIT,2023
542,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PESONA CLUSTER GRAHA BATU KARANG,185,UNIT,2023
543,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PRATAMA ASRI,90,UNIT,2023
544,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RANCALOA REGENCY,13,UNIT,2023
545,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RIUNG BANDUNG,1643,UNIT,2023
546,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RIUNG DUTA PERMAI,135,UNIT,2023
547,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,ROYAL CASABLANCA,16,UNIT,2023
548,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS REGENCY,75,UNIT,2023
549,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS TENGAH IV,26,UNIT,2023
550,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS UTARA 15,13,UNIT,2023
551,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,TATAR BIDAKARA,40,UNIT,2023
552,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,BATU MAS NUSA LNDAH,110,UNIT,2023
553,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,GRIYA SUKAATI PERMAI,106,UNIT,2023
554,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR EMAS,150,UNIT,2023
555,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR INDAH,145,UNIT,2023
556,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR TENGAH,186,UNIT,2023
557,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR TIMUR RAYA,23,UNIT,2023
558,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PADMAE,50,UNIT,2023
559,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PASIR JAYA,238,UNIT,2023
560,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PASIRWANGI,160,UNIT,2023
561,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PIN CIATEUL,120,UNIT,2023
562,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PIN KARAWITAN,11,UNIT,2023
563,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,PASIR SALAM ASRI,62,UNIT,2023
564,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,PURI BKR,130,UNIT,2023
565,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SRIMAHI BARU,300,UNIT,2023
566,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,CIPEDES RESIDENCE I DAN II,32,UNIT,2023
567,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,CIPEDES TENGAH,10,UNIT,2023
568,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,GRIYA MAS,98,UNIT,2023
569,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ISTANA SUKAJADI,37,UNIT,2023
570,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK SUKADAMAI,45,UNIT,2023
571,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK SUTAMI,151,UNIT,2023
572,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK UNPAR,32,UNIT,2023
573,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KUMALA GARDEN,92,UNIT,2023
574,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,MULYA SARI LNDAH CULDESAC,10,UNIT,2023
575,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,PURI SYAILENDRA,38,UNIT,2023
576,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA INDAH / SUKAGALIH,184,UNIT,2023
577,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA RIA,30,UNIT,2023
578,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA WANGI,23,UNIT,2023
579,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SUKAMULYA INDAH,11,UNIT,2023
580,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SUKAMULYA REGENCY,25,UNIT,2023
581,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,THE MAJESTY APARTEMEN (APARTEMEN/HOTEL),0,UNIT,2023
582,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ABADI REGENCY,65,UNIT,2023
583,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BABAKAN SUKAJADI RESIDENCE,13,UNIT,2023
584,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BUDI ASIH RESIDENCE,98,UNIT,2023
585,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BUMI RANCAHERANG INDAH,12,UNIT,2023
586,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG GIRANG BARU,26,UNIT,2023
587,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG LEBAK HOME,6,UNIT,2023
588,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG RESIDENCE,36,UNIT,2023
589,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GREEN RESIDENCE,8,UNIT,2023
590,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK ANGKATAN DARAT KPAD,560,UNIT,2023
591,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK SARIJADI,37,UNIT,2023
592,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK SARIKASO,14,UNIT,2023
593,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,LEMBAH BAJURI,28,UNIT,2023
594,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PADA SALUYU ISOLA,13,UNIT,2023
595,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PAPYRUS GARDEN,25,UNIT,2023
596,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PARAHYANGAN RUMAH VILLA,111,UNIT,2023
597,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PERUMNAS SARIJADI I DAN II,3293,UNIT,2023
598,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PINEWOOD TERRECA,14,UNIT,2023
599,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PONDOK HIJAU,35,UNIT,2023
600,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,REVIERA RESORT RESIDENCE,26,UNIT,2023
601,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ROYAL PALM,9,UNIT,2023
602,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,RUSUN SARIJADI,0,UNIT,2023
603,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SENTRA RESIDENCE,5,UNIT,2023
604,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA DUTA PERMAI,14,UNIT,2023
605,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA GLORY RESIDENCE,32,UNIT,2023
606,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA MURNI,12,UNIT,2023
607,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA SARI,151,UNIT,2023
608,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRAMURNI PLATINUM,9,UNIT,2023
609,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI BARU,25,UNIT,2023
610,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI PERMAI,105,UNIT,2023
611,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI REGENCY,10,UNIT,2023
612,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SURYA SETRA,36,UNIT,2023
613,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,TIRTA SARI,61,UNIT,2023
614,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,TOWN HOUSE SETRA MURNI ASRI,11,UNIT,2023
615,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,VILLA KULDESAK,4,UNIT,2023
616,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,BUKIT INDAH PASANGRAHAN,186,UNIT,2023
617,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CIJAMBE LNDAH,313,UNIT,2023
618,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CINANGKA HARJA,140,UNIT,2023
