id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_komplek_perumahan,luas_lahan,satuan,tahun
521,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CIPTA PESONA,9382,METER PERSEGI,2023
522,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CLUSTER BATU KARANG,7625,METER PERSEGI,2023
523,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,CLUSTER GRAHA MARS,12780,METER PERSEGI,2023
524,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,DE MARAKESH,125182,METER PERSEGI,2023
525,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,DERWATI MAS,54631,METER PERSEGI,2023
526,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,D'JARDENA TOWNHOUSE,4492,METER PERSEGI,2023
527,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA ASIH,8061,METER PERSEGI,2023
528,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA BATU KARANG,45834,METER PERSEGI,2023
529,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAHA MARS RAYA,2805,METER PERSEGI,2023
530,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRAND SHARON RESIDENCE,249278,METER PERSEGI,2023
531,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,GRIYA SALUYU,18806,METER PERSEGI,2023
532,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,JINGGA RESIDENCE,22564,METER PERSEGI,2023
533,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,KAWISTARA RESIDENCE,8988,METER PERSEGI,2023
534,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MARGA CIPTA 2,2665,METER PERSEGI,2023
535,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MERKURI RESIDENCE,3455,METER PERSEGI,2023
536,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,MUSTIKA TOWNHOUSE,8158,METER PERSEGI,2023
537,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,NUANSA MAS,55752,METER PERSEGI,2023
538,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,OASIS DE WASTERA,3641,METER PERSEGI,2023
539,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PANGHEGAR TOWN HOUSE,5178,METER PERSEGI,2023
540,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PASIR POGOR,194182,METER PERSEGI,2023
541,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PESONA CIWASTRA VILLAGE,96108,METER PERSEGI,2023
542,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PESONA CLUSTER GRAHA BATU KARANG,9375,METER PERSEGI,2023
543,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PRATAMA ASRI,15609,METER PERSEGI,2023
544,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RANCALOA REGENCY,3021,METER PERSEGI,2023
545,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RIUNG BANDUNG,616668,METER PERSEGI,2023
546,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,RIUNG DUTA PERMAI,17655,METER PERSEGI,2023
547,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,ROYAL CASABLANCA,2180,METER PERSEGI,2023
548,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS REGENCY,16592,METER PERSEGI,2023
549,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS TENGAH IV,4669,METER PERSEGI,2023
550,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SATURNUS UTARA 15,4309,METER PERSEGI,2023
551,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,TATAR BIDAKARA,13527,METER PERSEGI,2023
552,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,BATU MAS NUSA LNDAH,51338,METER PERSEGI,2023
553,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,GRIYA SUKAATI PERMAI,62487,METER PERSEGI,2023
554,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR EMAS,43696,METER PERSEGI,2023
555,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR INDAH,3908,METER PERSEGI,2023
556,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR TENGAH,37312,METER PERSEGI,2023
557,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KEMBAR TIMUR RAYA,76966,METER PERSEGI,2023
558,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PADMAE,12467,METER PERSEGI,2023
559,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PASIR JAYA,72520,METER PERSEGI,2023
560,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PASIRWANGI,46609,METER PERSEGI,2023
561,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PIN CIATEUL,28257,METER PERSEGI,2023
562,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,KOMPLEK PIN KARAWITAN,54756,METER PERSEGI,2023
563,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,PASIR SALAM ASRI,7687,METER PERSEGI,2023
564,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,PURI BKR,58506,METER PERSEGI,2023
565,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SRIMAHI BARU,64084,METER PERSEGI,2023
566,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,CIPEDES RESIDENCE I DAN II,4049,METER PERSEGI,2023
567,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,CIPEDES TENGAH,4441,METER PERSEGI,2023
568,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,GRIYA MAS,50961,METER PERSEGI,2023
569,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ISTANA SUKAJADI,42500,METER PERSEGI,2023
570,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK SUKADAMAI,12392,METER PERSEGI,2023
571,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK SUTAMI,109579,METER PERSEGI,2023
572,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KOMPLEK UNPAR,16056,METER PERSEGI,2023
573,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,KUMALA GARDEN,42334,METER PERSEGI,2023
574,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,MULYA SARI LNDAH CULDESAC,3293,METER PERSEGI,2023
575,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,PURI SYAILENDRA,11059,METER PERSEGI,2023
576,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA INDAH / SUKAGALIH,124189,METER PERSEGI,2023
577,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA RIA,15090,METER PERSEGI,2023
578,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SETRA WANGI,30843,METER PERSEGI,2023
579,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SUKAMULYA INDAH,45192,METER PERSEGI,2023
580,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SUKAMULYA REGENCY,7528,METER PERSEGI,2023
581,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,THE MAJESTY APARTEMEN (APARTEMEN/HOTEL),0,METER PERSEGI,2023
582,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ABADI REGENCY,18500,METER PERSEGI,2023
583,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BABAKAN SUKAJADI RESIDENCE,3196,METER PERSEGI,2023
584,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BUDI ASIH RESIDENCE,78884,METER PERSEGI,2023
585,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,BUMI RANCAHERANG INDAH,3094,METER PERSEGI,2023
586,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG GIRANG BARU,25000,METER PERSEGI,2023
587,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG LEBAK HOME,1210,METER PERSEGI,2023
588,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GERLONG RESIDENCE,7481,METER PERSEGI,2023
589,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,GREEN RESIDENCE,4411,METER PERSEGI,2023
590,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK ANGKATAN DARAT KPAD,158714,METER PERSEGI,2023
591,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK SARIJADI,4107,METER PERSEGI,2023
592,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,KOMPLEK SARIKASO,80791,METER PERSEGI,2023
593,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,LEMBAH BAJURI,10046,METER PERSEGI,2023
594,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PADA SALUYU ISOLA,131024,METER PERSEGI,2023
595,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PAPYRUS GARDEN,5300,METER PERSEGI,2023
596,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PARAHYANGAN RUMAH VILLA,77032,METER PERSEGI,2023
597,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PERUMNAS SARIJADI I DAN II,754601,METER PERSEGI,2023
598,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PINEWOOD TERRECA,4113,METER PERSEGI,2023
599,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PONDOK HIJAU,75478,METER PERSEGI,2023
600,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,REVIERA RESORT RESIDENCE,12625,METER PERSEGI,2023
601,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ROYAL PALM,11922,METER PERSEGI,2023
602,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,RUSUN SARIJADI,0,METER PERSEGI,2023
603,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SENTRA RESIDENCE,1148,METER PERSEGI,2023
604,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA DUTA PERMAI,4806,METER PERSEGI,2023
605,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA GLORY RESIDENCE,2440,METER PERSEGI,2023
606,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA MURNI,2510,METER PERSEGI,2023
607,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRA SARI,272746,METER PERSEGI,2023
608,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SETRAMURNI PLATINUM,1863,METER PERSEGI,2023
609,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI BARU,25542,METER PERSEGI,2023
610,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI PERMAI,58600,METER PERSEGI,2023
611,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SUKAHAJI REGENCY,2342,METER PERSEGI,2023
612,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SURYA SETRA,13489,METER PERSEGI,2023
613,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,TIRTA SARI,36986,METER PERSEGI,2023
614,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,TOWN HOUSE SETRA MURNI ASRI,2378,METER PERSEGI,2023
615,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,VILLA KULDESAK,4251,METER PERSEGI,2023
616,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,BUKIT INDAH PASANGRAHAN,33442,METER PERSEGI,2023
617,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CIJAMBE LNDAH,79657,METER PERSEGI,2023
618,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CINANGKA HARJA,14292,METER PERSEGI,2023
619,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CIPAGANTI DREAM LAND,16207,METER PERSEGI,2023
620,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CLUSTER BILLABONG,4099,METER PERSEGI,2023
621,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CLUSTER PESONA REGENCY,1410,METER PERSEGI,2023
622,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,CLUSTER SAUNG WISATA,8764,METER PERSEGI,2023
623,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,DE VIEW PASIRWANGI,10621,METER PERSEGI,2023
624,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GENDING MAS,34709,METER PERSEGI,2023
625,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GREEN VALLEY RESIDENCE,29600,METER PERSEGI,2023
626,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GRIYA ASRI,23042,METER PERSEGI,2023
627,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GRIYA JATI PUTRA,28024,METER PERSEGI,2023
628,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GRIYA PASANGGARAHAN,0,METER PERSEGI,2023
629,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,GRIYA WINAYA,124596,METER PERSEGI,2023
630,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,KOMPLEK NEGLASARI I,7343,METER PERSEGI,2023
631,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,KOMPLEK NEGLASARI II,50472,METER PERSEGI,2023
632,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,LEMBAH CITRA,10028,METER PERSEGI,2023
633,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,MADANI REGENCY,17646,METER PERSEGI,2023
634,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,MUTIARA MAS,0,METER PERSEGI,2023
635,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,NEGLA KENCANA TOWNHOUSE,5355,METER PERSEGI,2023
636,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PANORAMA CILENGKRANG ESTATE,5089,METER PERSEGI,2023
637,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PASANGGRAHAN HILLS,4489,METER PERSEGI,2023
638,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PASANGGRAHAN LNDAH,64627,METER PERSEGI,2023
639,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PESONA HIJAU RESIDENCE,20697,METER PERSEGI,2023
640,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PESONA PASIR ENDAH,4216,METER PERSEGI,2023
641,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PREANGER REGENCY,29813,METER PERSEGI,2023
642,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PURI AGRA,16574,METER PERSEGI,2023
643,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PURI KUMALA,4509,METER PERSEGI,2023
644,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SIMPAY ASIH,82651,METER PERSEGI,2023
645,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SUKUP BARU,32378,METER PERSEGI,2023
646,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,TAMAN UBER ESTATE,4027,METER PERSEGI,2023
647,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,TARUNA PARAHYANGAN,80359,METER PERSEGI,2023
648,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UJUNG BERUNG INDAH,104024,METER PERSEGI,2023
649,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UJUNG BERUNG REGENCY,7970,METER PERSEGI,2023
650,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,VILLA PASIRWANGI,72046,METER PERSEGI,2023
